CustID,Age,MembersInFamily,Occupation,Area,TenureInMonths,AvgSTDCalls,AvgLocalCalls,AvgDataUsage,BillPaymentMode,AvgAmount,Churned
ID12222,29,4,1,Area1,14,13,14,691,2,764,0
ID12223,26,4,3,Area1,14,15,15,1649,1,1256,1
ID12224,29,2,1,Area1,12,7,7,188,2,1266,1
ID12225,38,2,3,Area1,17,14,14,136,2,414,0
ID12226,35,2,3,Area1,16,9,9,44,2,1220,1
ID12227,37,2,3,Area1,16,17,17,5760,2,655,0
ID12228,33,3,1,Area1,5,10,10,768,2,407,0
ID12229,36,2,2,Area1,8,15,13,1142,2,804,0
ID12230,27,2,1,Area1,15,14,14,399,2,876,1
ID12231,25,2,2,Area1,7,10,10,191,2,1447,1
ID12232,32,2,2,Area1,8,7,7,1731,2,1149,1
ID12233,38,3,1,Area1,14,18,18,746,2,676,0
ID12234,36,3,2,Area1,14,12,12,1235,2,1353,0
ID12235,29,4,1,Area1,16,4,4,469,2,514,0
ID12236,35,2,3,Area1,15,17,17,610,2,609,0
ID12237,26,2,2,Area1,6,13,13,910,2,1170,1
ID12238,37,3,3,Area1,15,22,22,5231,2,486,0
ID12239,36,5,3,Area1,12,11,9,267,2,921,0
ID12240,34,2,3,Area1,17,7,7,53,2,500,0
ID12241,34,3,2,Area1,16,23,20,3175,2,1317,1
ID12242,33,3,2,Area1,14,8,8,749,1,757,0
ID12243,33,3,2,Area1,15,15,15,2930,2,889,0
ID12244,35,3,3,Area1,12,16,12,1100,2,418,0
ID12245,35,6,2,Area1,9,37,37,10404,2,802,0
ID12246,26,3,3,Area1,13,11,11,2992,2,375,1
ID12247,34,5,2,Area1,12,7,7,90,2,1230,0
ID12248,38,4,1,Area1,14,16,16,1334,2,648,0
ID12249,33,4,3,Area1,12,11,11,273,1,1008,0
ID12250,35,2,1,Area1,13,31,24,1289,1,742,0
ID12251,32,4,3,Area1,15,42,36,2469,2,388,0
ID12252,27,3,1,Area1,5,13,10,338,1,900,0
ID12253,31,3,1,Area1,8,14,14,2605,2,538,0
ID12254,32,3,2,Area1,13,16,13,1767,2,1158,0
ID12255,29,3,2,Area1,8,18,14,12,2,1274,1
ID12256,33,3,3,Area1,16,14,14,4946,2,1196,1
ID12257,32,3,1,Area1,16,17,17,2215,2,1123,0
ID12258,39,3,3,Area1,5,13,11,658,2,1148,1
ID12259,27,4,1,Area1,9,10,10,2092,2,744,1
ID12260,34,3,3,Area1,15,20,14,150,1,727,0
ID12261,37,3,3,Area1,13,17,18,711,2,970,0
ID12262,32,2,2,Area1,16,23,23,904,2,372,0
ID12263,26,2,1,Area1,13,24,13,588,1,774,1
ID12264,37,3,2,Area1,16,15,15,1723,2,363,0
ID12265,35,3,3,Area1,13,31,31,2130,2,949,0
ID12266,32,3,2,Area1,12,17,13,786,2,1094,0
ID12267,34,3,3,Area1,12,6,6,515,2,818,0
ID12268,26,5,1,Area1,7,15,15,228,2,572,1
ID12269,35,2,1,Area1,13,7,7,704,2,1216,0
ID12270,40,2,1,Area1,4,11,11,114,2,1192,1
ID12271,25,3,3,Area1,14,14,14,733,1,916,0
ID12272,27,2,1,Area1,12,11,10,72,2,770,1
ID12273,34,3,1,Area1,14,31,31,3061,2,1235,0
ID12274,29,3,1,Area1,5,8,8,577,1,769,0
ID12275,29,2,3,Area1,15,37,34,275,2,1030,1
ID12276,29,3,1,Area1,16,19,17,854,2,762,0
ID12277,28,4,3,Area1,15,53,42,2859,2,348,0
ID12278,38,6,2,Area1,14,12,9,544,2,743,0
ID12279,30,3,3,Area1,13,16,15,1549,1,1123,0
ID12280,36,4,1,Area1,12,17,17,2333,1,1412,1
ID12281,33,3,3,Area1,16,25,26,1931,2,1396,0
ID12282,36,3,1,Area1,15,119,112,4202,2,760,0
ID12283,27,2,2,Area1,16,38,27,807,1,1492,1
ID12284,29,2,3,Area1,9,14,11,1271,1,1120,1
ID12285,26,5,2,Area1,15,9,11,373,2,408,0
ID12286,37,3,1,Area1,15,30,23,1872,2,873,0
ID12287,32,3,2,Area1,15,23,21,2910,1,956,0
ID12288,40,3,1,Area1,10,16,16,391,2,845,0
ID12289,25,2,3,Area1,5,12,11,392,1,578,1
ID12290,35,3,2,Area1,14,21,21,950,2,995,0
ID12291,35,3,3,Area1,6,6,6,304,2,814,0
ID12292,29,3,3,Area1,15,8,8,913,2,503,0
ID12293,28,4,1,Area1,11,15,13,3202,1,1377,1
ID12294,32,2,3,Area1,15,17,17,661,2,810,0
ID12295,32,2,3,Area1,13,12,12,1854,2,1034,0
ID12296,30,3,3,Area1,12,11,8,1044,2,795,0
ID12297,39,3,3,Area1,13,12,12,3292,2,703,0
ID12298,32,2,1,Area1,11,9,9,148,2,808,0
ID12299,38,2,1,Area1,13,16,13,1124,1,1413,1
ID12300,32,2,1,Area1,11,9,8,161,2,482,0
ID12301,25,3,2,Area1,15,16,16,704,2,618,0
ID12302,38,2,3,Area1,12,10,10,109,2,1338,0
ID12303,38,3,1,Area1,15,21,18,13928,2,1179,0
ID12304,30,5,2,Area1,15,27,27,713,2,308,0
ID12305,32,3,3,Area1,15,20,20,4022,2,636,0
ID12306,32,4,3,Area1,9,9,8,828,1,852,0
ID12307,27,4,3,Area1,14,13,13,3377,2,700,1
ID12308,30,3,1,Area1,11,10,10,1447,2,1247,1
ID12309,29,2,2,Area1,17,3,3,167,2,506,1
ID12310,28,3,2,Area1,8,19,16,166,2,871,0
ID12311,39,3,1,Area1,16,24,21,93,2,393,0
ID12312,32,3,3,Area1,6,29,22,129,2,845,0
ID12313,29,3,3,Area1,14,35,23,1275,2,477,0
ID12314,39,3,1,Area1,13,15,13,1900,1,1011,0
ID12315,36,3,2,Area1,15,18,18,1339,2,928,0
ID12316,31,3,3,Area1,6,18,12,180,1,695,0
ID12317,30,4,3,Area1,6,9,9,435,2,589,1
ID12318,26,3,1,Area1,12,16,15,5695,1,1184,1
ID12319,35,2,1,Area1,17,14,14,2143,2,880,1
ID12320,35,2,2,Area1,15,19,19,350,2,374,0
ID12321,33,3,2,Area1,15,21,16,1120,2,772,0
ID12322,34,2,1,Area1,10,15,14,1327,2,488,0
ID12323,31,2,1,Area1,13,15,15,2,2,658,0
ID12324,38,2,3,Area1,14,27,26,398,2,1210,0
ID12325,36,3,1,Area1,15,16,16,3137,2,578,0
ID12326,29,3,2,Area1,11,13,14,115,2,818,0
ID12327,33,2,1,Area1,13,30,30,815,2,823,0
ID12328,35,4,2,Area1,14,18,14,2348,2,854,0
ID12329,27,2,2,Area1,11,15,13,1305,2,1364,1
ID12330,36,3,1,Area1,13,19,18,1323,2,360,0
ID12331,37,2,1,Area1,10,12,11,1226,2,305,0
ID12332,36,2,1,Area1,7,25,20,628,1,1443,1
ID12333,32,3,1,Area1,13,9,7,22,2,625,0
ID12334,27,3,3,Area1,15,29,29,4090,2,607,0
ID12335,32,3,2,Area1,15,15,15,830,2,862,0
ID12336,35,3,3,Area1,6,20,15,729,2,681,0
ID12337,30,4,3,Area2,8,13,11,1633,1,1462,1
ID12338,37,4,3,Area1,13,16,12,705,2,458,0
ID12339,40,4,3,Area1,16,24,22,7346,2,1427,0
ID12340,31,3,2,Area1,16,21,15,779,1,1047,0
ID12341,36,6,2,Area1,14,21,18,4156,2,934,0
ID12342,38,2,3,Area1,13,15,15,1303,2,642,0
ID12343,27,6,1,Area1,16,19,18,1033,2,791,0
ID12344,30,3,2,Area1,13,11,10,1644,1,373,0
ID12345,33,2,2,Area1,14,9,9,80,2,901,0
ID12346,33,2,1,Area1,13,27,24,2042,2,1066,1
ID12347,34,4,3,Area1,14,25,17,475,2,592,0
ID12348,31,3,2,Area1,8,11,11,2344,1,714,0
ID12349,36,5,2,Area1,15,18,18,1059,2,1242,0
ID12350,29,3,3,Area1,14,13,12,1488,2,1399,0
ID12351,26,5,2,Area1,15,20,16,2743,1,1066,1
ID12352,35,4,3,Area1,7,17,17,1961,1,760,0
ID12353,33,3,3,Area1,8,7,7,428,2,1486,0
ID12354,28,3,2,Area1,15,16,16,3781,2,802,0
ID12355,31,3,1,Area1,13,5,5,182,2,1090,0
ID12356,26,6,2,Area1,16,26,26,7766,2,337,0
ID12357,27,3,2,Area1,16,17,16,6519,2,1122,1
ID12358,35,2,2,Area1,11,10,10,154,2,1151,1
ID12359,32,2,1,Area1,12,14,10,555,1,405,0
ID12360,32,5,2,Area1,14,12,12,1656,2,323,0
ID12361,40,2,1,Area2,13,15,11,1693,2,789,0
ID12362,29,5,1,Area1,15,16,16,608,2,499,0
ID12363,26,2,2,Area2,17,16,16,925,2,603,1
ID12364,28,3,2,Area2,13,13,13,398,2,1165,0
ID12365,31,3,2,Area1,13,19,14,1179,1,846,0
ID12366,25,5,2,Area1,14,12,12,527,2,1459,0
ID12367,36,4,3,Area1,14,41,40,3648,2,549,0
ID12368,30,2,3,Area1,14,7,7,266,1,721,1
ID12369,28,3,2,Area1,15,15,15,356,2,1485,1
ID12370,30,3,3,Area2,15,15,15,1085,2,346,0
ID12371,36,3,3,Area2,10,14,14,107,2,1345,0
ID12372,33,2,2,Area2,14,7,7,7259,2,1488,1
ID12373,36,2,2,Area2,7,17,17,402,2,542,0
ID12374,27,2,3,Area2,9,11,11,475,2,1212,1
ID12375,33,3,3,Area2,7,19,19,1248,2,527,0
ID12376,28,3,2,Area2,13,6,6,334,2,1171,1
ID12377,25,3,2,Area2,11,10,9,1080,1,841,0
ID12378,31,3,2,Area2,9,14,14,344,2,683,0
ID12379,34,3,1,Area2,16,8,8,3389,2,690,0
ID12380,40,2,2,Area2,14,13,13,682,2,928,0
ID12381,37,2,1,Area2,17,14,14,1886,2,884,0
ID12382,40,3,2,Area2,16,12,12,1012,1,374,0
ID12383,36,3,2,Area2,17,28,28,9554,2,1409,1
ID12384,34,2,1,Area2,16,14,14,6554,2,727,1
ID12385,38,3,2,Area2,8,11,11,1912,2,533,0
ID12386,25,3,1,Area2,12,14,14,1621,2,734,0
ID12387,26,2,2,Area2,10,26,26,888,2,869,0
ID12388,36,4,3,Area2,15,16,13,2390,2,1271,1
ID12389,28,4,1,Area2,13,19,19,2258,1,384,1
ID12390,29,3,1,Area2,13,9,9,1349,2,1378,1
ID12391,26,2,2,Area2,15,10,10,1474,2,998,1
ID12392,29,3,3,Area2,15,12,12,3598,2,756,0
ID12393,31,2,2,Area2,14,15,12,28,2,1142,0
ID12394,33,4,3,Area2,13,13,13,495,2,604,0
ID12395,38,2,1,Area2,14,20,14,536,2,654,0
ID12396,27,2,3,Area2,14,11,11,531,2,1227,1
ID12397,34,2,3,Area2,15,14,11,1365,1,324,0
ID12398,29,2,1,Area2,12,10,10,940,2,742,1
ID12399,27,2,2,Area2,10,11,11,3509,2,1435,1
ID12400,30,4,3,Area2,17,9,9,2264,2,1393,1
ID12401,39,3,2,Area2,13,7,7,1071,2,695,0
ID12402,40,3,1,Area2,13,13,13,2354,2,1348,1
ID12403,35,3,3,Area2,14,18,11,1455,2,1004,0
ID12404,39,2,3,Area2,7,18,18,3104,2,501,1
ID12405,28,2,1,Area2,14,12,12,509,2,1268,1
ID12406,40,2,3,Area2,8,9,9,1207,2,781,0
ID12407,36,3,3,Area2,16,10,9,1383,2,424,0
ID12408,31,2,2,Area2,13,5,5,1530,2,781,0
ID12409,28,2,2,Area2,16,10,10,548,2,1154,1
ID12410,38,2,2,Area2,5,12,12,2737,2,1408,1
ID12411,40,5,3,Area2,4,17,17,346,2,781,0
ID12412,29,3,2,Area2,5,10,10,852,1,1481,1
ID12413,26,7,1,Area2,16,24,24,3483,2,602,0
ID12414,32,4,3,Area2,14,19,19,812,2,801,0
ID12415,30,4,2,Area2,17,19,19,14402,2,915,1
ID12416,34,4,3,Area2,13,13,13,741,2,859,0
ID12417,28,3,3,Area2,7,11,11,998,2,970,1
ID12418,36,2,3,Area2,15,9,9,46,2,1258,0
ID12419,28,4,1,Area2,16,12,12,5771,2,371,0
ID12420,25,3,3,Area2,12,41,37,3377,2,634,0
ID12421,26,2,2,Area2,16,10,10,1978,2,992,1
ID12422,30,2,3,Area2,14,19,19,4948,2,485,1
ID12423,35,2,2,Area2,13,10,9,459,2,614,0
ID12424,36,2,3,Area2,11,14,14,108,2,1323,0
ID12425,34,2,3,Area2,14,7,6,405,2,1292,0
ID12426,31,2,2,Area2,16,21,21,2863,2,1109,1
ID12427,34,3,2,Area2,7,9,9,859,2,686,0
ID12428,39,3,1,Area2,17,10,10,1969,2,1103,0
ID12429,31,4,1,Area2,16,11,11,1503,2,1329,0
ID12430,35,2,1,Area2,13,11,11,665,2,362,0
ID12431,25,5,1,Area2,7,13,13,2329,2,1451,1
ID12432,33,3,1,Area2,15,10,10,3599,2,1289,1
ID12433,36,3,1,Area2,16,14,14,2982,2,345,0
ID12434,39,2,1,Area2,17,15,15,1787,2,684,0
ID12435,29,4,2,Area2,8,12,12,532,2,1427,1
ID12436,40,5,2,Area2,16,9,9,1584,2,1451,0
ID12437,25,3,2,Area2,16,18,18,4059,2,1016,1
ID12438,37,4,2,Area2,13,6,6,3283,1,1491,1
ID12439,32,3,1,Area2,16,12,12,2476,2,1403,0
ID12440,38,3,1,Area2,9,12,11,686,2,1361,0
ID12441,31,3,3,Area2,6,12,12,727,2,469,0
ID12442,36,2,2,Area2,11,10,10,70,2,875,0
ID12443,30,4,3,Area2,13,12,11,778,2,1237,0
ID12444,26,3,3,Area2,12,15,15,4142,2,1142,1
ID12445,38,3,3,Area2,6,15,15,1131,2,1047,0
ID12446,35,2,3,Area2,12,18,18,597,2,982,0
ID12447,39,2,2,Area2,16,6,6,662,2,1291,0
ID12448,28,2,3,Area2,10,9,9,2095,2,898,1
ID12449,30,3,3,Area2,16,12,12,671,2,1232,0
ID12450,36,3,3,Area2,16,16,16,3942,2,1429,0
ID12451,40,3,1,Area2,4,8,8,3607,2,1221,1
ID12452,36,2,2,Area2,11,7,7,375,2,647,0
ID12453,35,3,3,Area2,15,13,13,1238,2,1169,0
ID12454,39,2,3,Area2,9,8,8,1625,2,1009,1
ID12455,37,3,1,Area2,15,10,10,3500,2,1165,0
ID12456,32,3,3,Area2,11,9,9,1614,2,679,0
ID12457,40,4,2,Area2,11,9,9,783,2,1242,0
ID12458,29,4,1,Area2,16,11,11,1084,2,1033,1
ID12459,38,2,3,Area2,15,17,16,4002,2,1460,1
ID12460,40,3,2,Area2,16,7,7,1782,2,936,0
ID12461,29,3,3,Area2,15,13,13,826,2,1366,0
ID12462,38,2,1,Area2,16,51,51,5039,2,402,1
ID12463,29,4,2,Area2,15,13,13,1513,2,1328,1
ID12464,32,2,1,Area2,14,17,15,1224,2,1409,0
ID12465,30,3,3,Area2,13,10,10,710,2,802,0
ID12466,29,3,1,Area1,12,14,14,1461,2,622,0
ID12467,40,3,3,Area1,7,12,12,456,2,372,0
ID12468,34,3,3,Area1,14,20,15,146,1,1382,0
ID12469,34,3,2,Area1,12,26,22,1558,1,1016,0
ID12470,25,4,3,Area1,10,14,14,1689,2,1467,1
ID12471,28,3,3,Area1,11,9,10,2860,2,1050,1
ID12472,33,8,3,Area1,9,12,12,2669,2,348,0
ID12473,40,3,2,Area1,13,18,18,1449,1,760,0
ID12474,31,2,2,Area1,9,13,13,165,2,527,1
ID12475,36,3,3,Area1,12,12,12,197,2,804,0
ID12476,28,3,1,Area1,14,14,14,2326,2,699,1
ID12477,33,2,1,Area1,11,3,3,0,2,1037,1
ID12478,30,3,2,Area1,11,16,15,1896,1,1180,1
ID12479,38,3,3,Area1,8,12,12,4839,1,388,1
ID12480,25,2,1,Area1,15,12,12,1291,2,327,1
ID12481,33,3,2,Area1,14,25,23,1133,1,311,0
ID12482,39,3,2,Area1,9,13,13,1423,2,353,0
ID12483,40,3,2,Area2,11,12,12,1798,2,1174,0
ID12484,39,3,1,Area1,15,11,8,1742,2,837,0
ID12485,28,2,3,Area1,13,24,24,1969,2,1251,1
ID12486,35,5,1,Area1,13,22,12,332,1,369,0
ID12487,35,2,2,Area1,12,5,7,0,2,1357,0
ID12488,40,4,2,Area1,9,18,18,2209,1,520,0
ID12489,39,2,3,Area1,11,22,16,1076,2,913,0
ID12490,25,4,1,Area1,9,11,11,384,2,436,0
ID12491,31,2,3,Area1,12,14,14,557,2,1218,0
ID12492,28,3,3,Area1,12,8,8,5887,2,983,1
ID12493,32,3,3,Area1,14,20,12,796,1,483,0
ID12494,38,2,2,Area1,16,14,14,1237,2,1225,0
ID12495,39,3,2,Area1,16,25,21,1680,2,1158,0
ID12496,25,2,3,Area1,7,14,14,1592,2,710,1
ID12497,30,4,3,Area1,5,18,15,378,1,1196,1
ID12498,30,2,1,Area1,16,8,8,2276,2,1378,1
ID12499,38,2,2,Area1,12,8,6,45,1,1424,1
ID12500,38,3,3,Area1,13,12,11,870,1,1467,0
ID12501,34,2,3,Area1,9,24,17,120,1,664,0
ID12502,38,2,3,Area1,8,8,8,113,2,766,1
ID12503,25,3,2,Area1,13,22,20,1432,2,593,0
ID12504,34,2,2,Area1,14,15,14,1809,2,564,0
ID12505,36,3,2,Area1,15,23,21,3298,1,428,0
ID12506,29,3,3,Area1,15,26,17,813,1,1487,1
ID12507,40,2,2,Area1,10,15,14,1035,2,1405,0
ID12508,27,4,1,Area1,5,17,14,1233,1,669,0
ID12509,29,2,3,Area1,12,12,9,1358,2,837,0
ID12510,39,3,2,Area1,13,12,8,1678,1,518,0
ID12511,36,3,1,Area1,6,3,3,393,2,948,0
ID12512,37,3,1,Area1,8,8,8,604,2,768,0
ID12513,30,2,2,Area1,14,27,27,1362,2,789,0
ID12514,36,4,3,Area1,14,12,11,282,2,904,0
ID12515,40,3,2,Area1,12,14,14,987,2,1230,0
ID12516,29,3,1,Area1,7,29,30,1352,2,926,0
ID12517,26,2,3,Area1,9,22,13,358,2,707,1
ID12518,31,3,3,Area1,16,18,16,1450,1,812,0
ID12519,34,3,2,Area1,14,10,16,2428,2,570,0
ID12520,29,2,3,Area1,5,11,11,86,2,771,1
ID12521,36,3,3,Area1,16,20,16,1390,2,523,0
ID12522,25,3,3,Area1,13,18,19,2336,2,845,1
ID12523,33,4,3,Area1,14,2,4,3367,2,1355,0
ID12524,31,3,1,Area1,13,33,24,895,2,738,0
ID12525,40,2,1,Area1,16,17,17,1256,2,1241,0
ID12526,31,4,2,Area1,6,12,12,960,2,1080,1
ID12527,39,3,1,Area1,15,22,23,1696,2,924,0
ID12528,27,3,2,Area1,9,11,11,465,2,617,0
ID12529,40,2,3,Area1,12,7,7,0,2,828,0
ID12530,40,6,1,Area1,8,6,7,237,2,982,0
ID12531,35,4,1,Area1,16,15,15,1657,2,515,0
ID12532,39,3,1,Area1,15,22,23,4224,2,519,0
ID12533,29,4,1,Area1,13,15,16,623,2,829,0
ID12534,27,3,3,Area1,7,15,15,3032,2,1336,1
ID12535,28,3,2,Area1,16,10,9,2485,1,387,0
ID12536,33,4,2,Area1,5,21,21,797,2,1190,0
ID12537,29,4,3,Area1,7,35,29,765,2,429,1
ID12538,27,2,3,Area1,14,11,11,24,2,514,1
ID12539,40,3,1,Area1,13,11,10,2360,1,804,0
ID12540,29,3,1,Area1,13,12,12,522,2,1171,1
ID12541,26,2,1,Area2,9,8,8,778,2,1317,1
ID12542,36,4,2,Area1,13,19,19,2956,2,601,0
ID12543,30,3,3,Area1,15,34,29,10048,2,559,0
ID12544,30,4,1,Area1,14,16,11,1103,2,881,0
ID12545,27,2,3,Area1,7,12,12,143,2,991,1
ID12546,38,2,3,Area1,13,27,24,4756,2,817,1
ID12547,25,2,2,Area1,13,12,12,1020,1,410,1
ID12548,36,3,3,Area1,15,28,25,2751,2,574,0
ID12549,36,3,2,Area1,7,6,6,323,2,698,0
ID12550,28,2,1,Area1,11,18,17,1215,2,473,0
ID12551,39,3,1,Area1,14,17,17,773,2,617,0
ID12552,34,7,1,Area1,13,12,12,1152,2,488,0
ID12553,37,4,2,Area1,16,21,21,2540,2,780,0
ID12554,40,3,2,Area1,5,16,14,948,1,923,0
ID12555,33,3,1,Area1,15,28,25,2327,2,618,0
ID12556,25,3,1,Area1,11,13,11,3082,2,1197,1
ID12557,38,2,3,Area1,13,25,25,1056,2,618,0
ID12558,25,3,1,Area1,16,24,23,1900,2,1499,1
ID12559,37,3,3,Area1,6,15,11,376,1,837,0
ID12560,37,2,3,Area1,16,15,15,933,2,325,0
ID12561,35,2,1,Area1,11,25,25,1674,2,422,0
ID12562,37,3,1,Area1,14,9,9,6011,2,616,0
ID12563,39,2,1,Area1,16,14,14,2447,2,1074,1
ID12564,40,2,3,Area1,4,11,11,160,2,1322,1
ID12565,33,2,1,Area1,12,14,11,1900,2,934,0
ID12566,27,2,3,Area1,16,12,12,2104,2,671,1
ID12567,30,7,1,Area1,15,24,20,1567,2,301,0
ID12568,36,2,3,Area1,9,12,12,149,2,1040,1
ID12569,27,3,1,Area1,14,21,20,2986,2,589,0
ID12570,27,3,1,Area1,10,6,6,65,1,481,0
ID12571,39,2,2,Area1,8,12,10,519,2,927,0
ID12572,27,2,1,Area1,15,26,26,5704,2,1292,1
ID12573,37,3,2,Area1,14,7,7,1880,2,1044,0
ID12574,25,4,3,Area1,14,45,43,7694,2,876,1
ID12575,35,4,2,Area1,15,17,17,754,2,1214,0
ID12576,27,3,2,Area1,8,9,8,483,2,1006,1
ID12577,33,3,1,Area1,10,12,12,895,2,1456,0
ID12578,37,2,3,Area1,13,13,12,2825,1,889,0
ID12579,38,4,3,Area1,6,21,14,378,1,1449,1
ID12580,36,2,3,Area1,13,12,12,220,2,689,0
ID12581,36,3,3,Area1,14,10,10,2083,1,834,0
ID12582,38,3,2,Area1,9,11,11,2505,2,690,0
ID12583,25,6,1,Area1,11,16,17,802,2,765,0
ID12584,30,3,3,Area1,13,17,17,1082,2,1437,1
ID12585,29,3,1,Area2,12,11,11,1359,2,1058,0
ID12586,40,3,1,Area1,7,11,12,974,2,1073,1
ID12587,25,2,2,Area1,16,15,13,1069,2,1362,1
ID12588,26,2,1,Area1,9,16,16,520,2,666,1
ID12589,26,2,3,Area1,15,16,11,779,1,842,0
ID12590,33,3,1,Area1,12,10,7,629,2,1094,0
ID12591,36,4,3,Area1,14,11,9,664,2,713,0
ID12592,37,3,2,Area1,13,11,11,1458,1,988,0
ID12593,34,3,2,Area1,11,23,21,2486,2,1184,1
ID12594,26,3,1,Area1,16,17,17,1672,2,1253,0
ID12595,32,3,2,Area1,14,8,8,1026,1,1051,0
ID12596,35,2,3,Area1,15,16,15,756,2,822,0
ID12597,26,4,1,Area1,8,15,15,248,2,440,0
ID12598,29,2,1,Area1,14,13,12,891,2,397,1
ID12599,32,2,2,Area1,11,6,6,256,2,749,0
ID12600,28,3,1,Area1,13,12,10,2531,2,387,1
ID12601,27,2,3,Area1,16,14,14,2938,2,918,1
ID12602,29,2,1,Area1,13,10,10,930,2,1023,1
ID12603,35,2,2,Area1,16,23,18,1864,1,1050,0
ID12604,34,5,3,Area1,17,12,12,740,2,651,0
ID12605,38,3,1,Area2,16,16,16,2252,2,484,0
ID12606,37,3,2,Area1,6,8,8,1965,2,601,0
ID12607,25,2,2,Area1,6,9,9,106,2,1369,1
ID12608,38,4,2,Area2,14,16,16,5493,2,320,0
ID12609,31,3,2,Area1,16,21,21,1574,2,1185,0
ID12610,37,4,2,Area1,11,10,10,180,2,1315,0
ID12611,37,5,3,Area1,14,16,12,6265,2,1123,1
ID12612,32,4,1,Area1,17,13,13,2512,2,969,0
ID12613,25,4,2,Area1,15,9,9,741,2,344,0
ID12614,31,3,1,Area1,9,3,3,203,2,741,0
ID12615,39,2,2,Area1,12,12,11,577,2,836,0
ID12616,36,4,1,Area1,13,26,26,865,2,771,0
ID12617,27,2,1,Area1,14,14,11,1017,2,1314,1
ID12618,39,3,2,Area1,12,21,18,101,2,852,0
ID12619,31,2,1,Area1,12,6,6,0,2,567,0
ID12620,36,3,3,Area1,5,22,14,333,1,882,0
ID12621,29,4,3,Area1,16,17,17,1705,2,754,0
ID12622,32,2,3,Area1,15,7,7,2209,2,1268,1
ID12623,34,3,3,Area1,13,9,8,1027,2,1118,0
ID12624,38,2,1,Area1,14,44,44,2483,2,977,1
ID12625,37,3,1,Area1,12,10,10,197,2,868,0
ID12626,27,3,2,Area1,17,17,17,8710,2,1499,1
ID12627,37,3,3,Area1,5,28,28,2746,2,477,1
ID12628,39,3,3,Area1,13,15,15,1416,2,1030,0
ID12629,28,5,3,Area1,16,20,20,1622,2,1155,0
ID12630,28,2,2,Area1,13,18,18,551,2,1383,1
ID12631,26,2,3,Area1,13,15,15,981,1,1083,1
ID12632,29,4,3,Area1,15,17,16,1235,1,701,0
ID12633,32,2,3,Area1,13,8,7,585,2,789,0
ID12634,37,3,3,Area1,15,10,9,1689,2,315,0
ID12635,32,3,1,Area1,15,27,23,310,2,1475,0
ID12636,36,4,1,Area1,15,12,12,2261,2,1386,0
ID12637,32,5,3,Area1,17,45,39,4083,2,1117,1
ID12638,36,3,3,Area1,15,14,13,1221,2,409,0
ID12639,39,2,1,Area1,7,12,12,419,2,758,0
ID12640,38,2,3,Area1,16,46,37,326,2,724,0
ID12641,35,2,1,Area1,12,7,7,297,2,777,0
ID12642,37,4,1,Area2,13,11,11,326,2,519,0
ID12643,29,2,2,Area1,16,8,8,5128,2,711,1
ID12644,31,5,2,Area1,16,12,13,2352,2,1171,1
ID12645,36,3,3,Area1,7,15,15,903,2,1302,1
ID12646,39,2,1,Area1,16,34,27,2095,2,413,0
ID12647,39,3,1,Area1,13,12,12,1197,2,798,0
ID12648,28,3,2,Area1,13,19,15,866,2,596,0
ID12649,26,4,2,Area1,15,16,14,4438,1,310,1
ID12650,28,4,3,Area1,6,9,7,800,2,1403,1
ID12651,38,3,3,Area1,12,8,8,792,2,1217,0
ID12652,34,4,1,Area1,15,29,29,592,2,832,0
ID12653,27,3,1,Area1,15,25,25,654,2,1180,0
ID12654,38,2,3,Area1,13,18,12,1066,1,300,0
ID12655,36,3,3,Area1,8,9,9,1219,2,868,0
ID12656,27,3,2,Area2,16,21,17,1348,2,1188,0
ID12657,40,3,1,Area1,16,12,12,681,2,1295,0
ID12658,37,4,1,Area1,14,21,21,634,2,550,0
ID12659,31,4,1,Area1,13,29,26,7292,2,1265,0
ID12660,25,3,2,Area1,13,11,11,11732,2,994,1
ID12661,32,3,2,Area1,15,16,16,2374,1,402,0
ID12662,40,3,1,Area1,10,13,10,2668,2,822,0
ID12663,37,5,3,Area1,8,14,13,2247,1,605,1
ID12664,34,3,1,Area1,8,10,10,3331,2,1116,1
ID12665,35,3,3,Area1,16,24,20,1502,2,1049,0
ID12666,36,3,1,Area1,17,17,14,2502,1,1180,1
ID12667,31,4,3,Area1,13,24,24,589,2,1378,0
ID12668,36,4,1,Area1,5,15,17,1938,2,557,0
ID12669,35,2,2,Area1,7,25,17,2039,1,806,1
ID12670,25,4,2,Area1,15,36,28,2672,1,1325,1
ID12671,39,3,2,Area1,5,13,13,1867,2,781,0
ID12672,40,3,2,Area1,9,50,28,606,2,866,0
ID12673,35,4,1,Area1,13,38,38,2342,2,739,0
ID12674,29,2,1,Area1,15,19,15,108,2,1302,1
ID12675,33,3,3,Area1,14,42,43,2453,2,927,0
ID12676,31,4,3,Area1,15,13,11,1247,1,1331,0
ID12677,39,3,2,Area1,15,11,11,2357,2,1233,1
ID12678,35,3,3,Area1,8,10,9,1020,1,574,0
ID12679,32,3,3,Area1,14,11,11,2057,2,1417,0
ID12680,27,4,1,Area1,8,11,11,821,2,1296,1
ID12681,32,2,3,Area1,9,20,20,192,2,694,0
ID12682,33,3,3,Area1,15,17,17,666,2,394,0
ID12683,39,5,2,Area1,13,14,10,607,2,1034,0
ID12684,30,3,3,Area1,12,13,12,1168,2,1036,0
ID12685,32,2,3,Area1,11,27,27,787,2,1015,0
